,Unnamed: 0,tweet,label
114,114,gempa nilai potensi gelombang tsunami,gempatsunami
115,115,filipina gempa waspada potensi tsunami indonesia http,gempatsunami
116,116,gempa bumi tsunami chili http otvgmr,gempatsunami
117,117,wilayah guncang gempa hari bmkg tegas guncang sebut potensi tsunami http dlvr qxjqdq,gempatsunami
118,118,moeldoko minta dukung prabowo perlu ikut arah prabowo,non_gempatsunami
119,119,bikin pangling cantik kahiyang sebut mirip raisa http mxkw,non_gempatsunami
120,120,mudik naik mobil lawas suku cadang sering masalah,non_gempatsunami
121,121,alas anies bongkar bangun pulau reklamasi http mmqqu,non_gempatsunami
122,122,gempa goyang gorontalo potensi tsunami twitter sprmarzgf,gempatsunami
123,123,gempa guncang meksiko tsunami ancam negara twitter hulopui,gempatsunami
124,124,ingat dini tsunami sebab gempa tanggal nyata akhir bmkg,gempatsunami
125,125,banyak ungsi gempa tsunami asal palu donggala sulawesi tengah ajak makan malam bupati luwu utara indah putri indriani http dlvr qmdlv,gempatsunami
126,126,lansir,non_gempatsunami
127,127,tepat waktu maskapai penerbanga lebaran capai target,non_gempatsunami
128,128,ekstradisi china rupa demo besar hong kong lama pek akhir,non_gempatsunami
129,129,meski penuh target hasil buku laba bersih nila triliun tahun http vwekrt,non_gempatsunami
130,130,kumpar temu bagai kurang proses coba publik jakarta,non_gempatsunami
131,131,bamsoet bahas tangan bencana gempa tsunami sulteng http dlvr qlpw,gempatsunami
132,132,gempa guncang malu potensi tsunami http tinyurl krjeaxk,gempatsunami
133,133,ikut berita kini putar sains teknologi teknologi informasi gadget,non_gempatsunami
134,134,halo sobat bmkg sampai kira cuaca wisata jakarta jalur mudik khusus pulau jawa juni juga akses link twitter slljqqnx,non_gempatsunami
135,135,proyek jalan belum pakat segera garap yogya solo yogya cilacap http idrxlx,non_gempatsunami
136,136,gempa magnitudo guncang tasikmalaya potensi tsunami http acecuh,gempatsunami
137,137,gempa baratlaut malukutenggarab potensi tsunami bmkg twitter buurnuxfg,gempatsunami
138,138,gempa tenggara sumbawa potensi tsunami sumber infobmkg,gempatsunami
139,139,bahkan juga datang acara nikah memang keluarga inti yang datang acara nikah tahun lalu beber rangga rezasmash ranggasmash detikhot,non_gempatsunami
140,140,sedan toyota made indonesia ekspor negara http qxiwn,non_gempatsunami
141,141,bila henti macet makan waktu cukup lama baik posisi transmisi posisi,non_gempatsunami
142,142,gempa potensi tsunami guncang chile orang ungsi http afvsmp,gempatsunami
143,143,gempa cilacap tsunami http fobhy,gempatsunami
144,144,banyak ungsi korban gempa tsunami buat posko tampung ungsi lanud dhomber balikpapan kalimantan timur luas liputansctv twitter javwcybexu,gempatsunami
145,145,staf khusus jokowi sebut alas daya saing indonesia kuat,non_gempatsunami
146,146,arus lalin siap kalau unjuk rasa,non_gempatsunami
147,147,bantu logistik jangkau lokasi gempa tsunami palu isolasi http dlvr qmys,gempatsunami
148,148,aktivitas warga palu pasca gempa tsunami,gempatsunami
149,149,wali kota sukabumi achmad fahmi imbau seluruh lingkung pemkot tempat guna mobil dinas mudik lebaran http ipjg,non_gempatsunami
150,150,tiket pesawat bandung medan juta menhub salah traveloka,non_gempatsunami
151,151,potensi tsunami gempa lombok ajar mitigasi bisa ambil http rrry,gempatsunami
152,152,gempa guncang jepang ingat tsunami http sawh,gempatsunami
153,153,jerman prancis italia belgia sama sama raih menang laga kualifikasi euro http ikqyw,non_gempatsunami
154,154,ylki agen travel tawar tiket pesawat juta sesat,non_gempatsunami
155,155,gempa magnitudo jadi kabupaten aceh selatan banda aceh ingat tsunami akibat gempa,gempatsunami
156,156,gempa guncang pulau malu potensi tsunami,gempatsunami
157,157,gempa landa ambon potensi tsunami http,gempatsunami
158,158,jelang sidang atur strategi nasehat hukum http kjyrvk,non_gempatsunami
159,159,menteri didik budaya diri sekolah darurat lokasi ungsi pasca gempa tsunami http dlvr qmkbrg,gempatsunami
160,160,habil marati orang pertama calon diri daftar ketua umum pssi lalu kini duga libat kasus rencana bunuh jabat rusuh https tirto,non_gempatsunami
161,161,korban tengah awat kariadi semarang,non_gempatsunami
162,162,rapat menhub budi karya cecar soal tiket pesawat,non_gempatsunami
163,163,viral song joong cara blak blakan ungkap hidup rumah tangga sama song,non_gempatsunami
164,164,gempa baratlaut sarmi papua potensi tsunami bmkg twitter fnnfvpfe,gempatsunami
165,165,gempa susul aceh potensi tsunami http mucov,gempatsunami
166,166,dampak gempa tsunami seluruh event festival budaya palu batal,gempatsunami
167,167,polri jaga sidang sengketa milu senjata,non_gempatsunami
168,168,gempa baratlaut halmaherabarat malut tidak potensi tsunami bmkg,gempatsunami
169,169,gempa goyang sumbawa potensi tsunami twitter yyupydr,gempatsunami
170,170,gempa tenggara sigi sulteng potensi tsunami bmkg twitter hyaimzejnt,gempatsunami
171,171,ingat dini tsunami sebab gempa jepang nyata akhir seluruh wilayah indonesia bmkg,gempatsunami
172,172,gempa baratdaya gorontalo gorontalo potensi tsunami bmkg twitter cmyqpfc,gempatsunami
173,173,pertamina women circuit jadi salah satu turnamen penting masuk kalender tahun international tennis federation http dlvr rlxj,non_gempatsunami
174,174,kamu ingin sumbang baju layak pakai korban gempa tsunami donggala palu saja beberapa perlu perhati wolipop,gempatsunami
175,175,ingat dini cuaca wilayah sulawesi tenggara juni bmkg lengkap klik taut ikut,non_gempatsunami
176,176,bnpb orang tewas akibat gempa palu korban tsunami hitung,gempatsunami
177,177,harga kendali surakarta alami deflasi lama ramadan,non_gempatsunami
178,178,ingat bmkg pesisir selatan jawa sangat rawan gempa tsunami http dlvr qcwtv,gempatsunami
179,179,pasca gempa tsunami ajar sekolah tengah kota palu jalan pekan topnews http nshdnz,gempatsunami
180,180,menteri komunikasi informatika rudiantara isyarat akan laku batas akses media sosial sidang besok http wfdhiw,non_gempatsunami
181,181,gempa baratlaut malukutenggarab potensi tsunami bmkg twitter nymrykxbjj,gempatsunami
182,182,penasaran anak tahun perangkap mesin cuci http wbrqzi,non_gempatsunami
183,183,gempa magnitudo lokasi baratdaya lebak banten tidak potensi tsunami twitter nalncefjb,gempatsunami
184,184,gempa baratdaya kulonprogo tidak potensi tsunami bmkg,gempatsunami
185,185,nikmat kopi asli banyumas donasi korban gempa tsunami palu twitter nbdptbi,gempatsunami
186,186,isak tangis sambut jenazah agnes korban gempa tsunami palu,gempatsunami
187,187,raisa hingga vicky raya lebaran pertama sama sang buah hati http nbjc,non_gempatsunami
188,188,kenang gempa tsunami aceh tahun lalu twitter wrmoggbw,gempatsunami
189,189,poso guncang gempa potensi tsunami,gempatsunami
190,190,bmkg gempa potensi tsunami,gempatsunami
191,191,gempa bumi kuat guncang kota palu sulawesi tengah susul tsunami perintah mesti antisipasi mungkin sakit ringan hingga risiko mati para ungsi twitter vfjdsktklb,gempatsunami
192,192,ribu korban gempa tsunami sulteng ungsi balikpapan http dlvr qmkyyr,gempatsunami
193,193,jumlah peristiwa tusuk tembak jadi kurun waktu kawasan london total tiga orang tewas,non_gempatsunami
194,194,gempa guncang aceh potensi tsunami http,gempatsunami
195,195,gempa baratlaut mataram potensi tsunami bmkg twitter bqloykrv,gempatsunami
196,196,puncak arus balik juni begini strategi tangan,non_gempatsunami
197,197,sampah bola golf tumpuk dasar samudera pasifik stillwater cove dekat lapang golf pebble beach golf links http xgdzck,non_gempatsunami
198,198,budi gunawan masuk daftar tokoh nasional target bunuh http wsnhk,non_gempatsunami
199,199,eropa tunjuk utus khusus lobi maduro http qdrbfr,non_gempatsunami
200,200,perang dagang cina amerika minta perintah kuat stabilitas negara,non_gempatsunami
201,201,gempa timurlaut mimika papua tidak potensi tsunami bmkg,gempatsunami
202,202,setya novanto tunjuk sakti meski penjara lapas sukamiskin twitter bwijucyv,non_gempatsunami
203,203,ungkap jaring narkoba internasional polda aman sabu http xsrquf,non_gempatsunami
204,204,institut prancis gelar pamer gempa tsunami http tiiz,gempatsunami
205,205,gempa tsunami bikin warga panik http hstdbu,gempatsunami
206,206,gempa baratlaut daruba malut potensi tsunami bmkg twitter vsgirgdyeg,gempatsunami
207,207,gempa potensi tsunami,gempatsunami
208,208,gempa sukabumi potensi tsunami https ypdk,gempatsunami
209,209,meski besar kucing masa lalu hewan anggap raksasa paling takut http dlvr rlrxv,non_gempatsunami
210,210,beberapa foto hari hantam gempa tsunami sapu darat pesisir palu donggala sulawesi tengah sabtu foto twitter bqvnyzlsf,gempatsunami
211,211,gempa baratdaya blangpidie acehbaratdaya tidak potensi tsunami bmkg,gempatsunami
212,212,gempa kuat skala richter jadi aceh tengah aceh ingat potensi tsunami akibat gempa sebut http emqo,gempatsunami
213,213,ingat dini cuaca wilayah sumatera utara juni bmkg lengkap klik taut ikut,non_gempatsunami
214,214,kapal sebut tangkap sedang curi ikan zona ekonomi ekslusif selat malaka indonesia http dlvr rjdsx,non_gempatsunami
215,215,jalur temu stasiun cepu bakal padat mudik,non_gempatsunami
216,216,gempa sebut potensi timbul tsunami http dlvr qysrg,gempatsunami
217,217,indonesia masuk besar negara paling rawan celaka pesawat,non_gempatsunami
218,218,sangat harga apresiasi sampai prabowo dukung hormat jalan sidang sidang percaya proses majelis hakim http toqx,non_gempatsunami
219,219,menteri hubung tengah rancang skema baru atur tarif ojek online waktu dekat http fiag,non_gempatsunami
220,220,gempa guncang bal potensi tsunami twitter xewkihgt,gempatsunami
221,221,semua jenazah korban gempa tsunami palu hasil indentifikasi http qmlcj,gempatsunami
222,222,siar pers bmkg gempa susul iring gempa bumi lombok potensi tsunami,gempatsunami
223,223,sangka direktur utama nonaktif sofyan basir periksa perdana pasca tahan kasus duga suap pltu riau http xapjio,non_gempatsunami
224,224,turut biasa tsunami jadi goncangan gempa lebih,gempatsunami
225,225,tuntut diskualifikasi jokowi kubu prabowo penuh syarat,non_gempatsunami
226,226,bnpb data korban dampak gempa tsunami sulawesi tengah jumlah korban lapor tewas prayforpalu,gempatsunami
227,227,halo sobat bmkg ikut monitoring hari hujan kira cuaca indonesia transportasi darat pulau jawa esok hari akses twitter evgeump,non_gempatsunami
228,228,alas tumpang rebut serang sopir maut cipali http iqroyj,non_gempatsunami
229,229,meyriska kabar gelar lamar roger danuarta hari sebut sebar luas grup whatsapp,non_gempatsunami
230,230,gempa guncang alaska potensi tsunami twitter yvnrsd,gempatsunami
231,231,gempa guncang papua potensi tsunami http afkegc,gempatsunami
232,232,gempa baratlaut kota sabang aceh tidak potensi tsunami bmkg,gempatsunami
233,233,bukan kali pertama gempa tsunami jadi baik donggala maupun palu ikut catat gempa tsunami pernah jadi,gempatsunami
234,234,trik atas sinyal lemah lebaran kampung halaman http wggcy,non_gempatsunami
235,235,ingat dini cuaca wilayah sumatera selatan bmkg lengkap klik taut ikut,non_gempatsunami
236,236,minta tambah fasilitas anggota nyaris selalu hujan kritik anggap sesuai hasil rupa jadi mereka ruang kerja yang lebih luas http tirto ecke,non_gempatsunami
237,237,polisi tangkap ancam jokowi lalu medsos http wdehne,non_gempatsunami
238,238,sandiaga raya idul fitri amerika serikat,non_gempatsunami
239,239,adik angel coba abadi kamera ponsel minta hapus video pakai tutup mulut,non_gempatsunami
240,240,bmkg tepis kabar tsunami masela aktivitas gempa http nsblw,gempatsunami
241,241,wuling siap posko mudik titik layan darurat,non_gempatsunami
242,242,derita danau toba tahun tahun cemar pelet jaring apung twitter yyeigawvyq,non_gempatsunami
243,243,sesuai nama hijrah fest festival sasar generasi milenial generasi tarik dalam ajar islam mungkin sederhana hijrah fest fasilitas orang hijrah cara kini https tirto,non_gempatsunami
244,244,tanah lahir porak poranda korban gempa tsunami palu ungsi balikpapan http dlvr qmbcf,gempatsunami
245,245,hilang ombak cantik pulau nias pasca gempa tsunami aceh http dlvr qdbgb,gempatsunami
246,246,lama orang ira buang besar oleh kandung kafein kopi teliti sebut lain,non_gempatsunami
247,247,gempa guncang bima waingapu potensi tsunami http dlvr pyqjc,gempatsunami
248,248,petisi copot anies baswedan bagai gubernur jakarta http xldj,non_gempatsunami
249,249,tinju dunia hook maut golovkin rolls ronde simak video http kylfm,non_gempatsunami
250,250,banyak orang lepas kopi pagi hari halau rubah pola sarap lebih sehat konsumsi lima minum baik sehat tubuh kopi minumansehat detikfood,non_gempatsunami
251,251,pria tahun nekat jarah curi isi senjata uang juta mobil brimob rusuh slip http rbowb,non_gempatsunami
252,252,labuh merak tuju labuh bakauheni jumlah mudik prediksi naik hingga tiga kali lipat tahun lalu,non_gempatsunami
253,253,gempa guncang potensi tsunami http,gempatsunami
254,254,gempa rasa garut selatan tasikmalaya gempa potensi tsunami sumber bpbd garut imat,gempatsunami
255,255,penuh syarat ekspor timah swasta babel henti,non_gempatsunami
256,256,gempa baratlaut malukutenggarab potensi tsunami bmkg twitter bgonnhjcq,gempatsunami
257,257,gempa baratlaut lolak bolmong sulut tidak potensi tsunami bmkg,gempatsunami
258,258,konfirmasi pisah kuasa hukum sofyan jacob kata klien hadir periksa hari megapolitan,non_gempatsunami
259,259,bmkg gempa pandeglang potensi tsunami twitter bmtjmnnot,gempatsunami
260,260,bagai kasus beri gambar tsunami tidak oleh gempa bumi kali kali jadi indonesia twitter vuphpi,gempatsunami
261,261,polri kramatjati terima anggota polisi jadi korban rusuh,non_gempatsunami
262,262,gempa potensi timbul gelombang tsunami,gempatsunami
263,263,sidang gelar hari kira turut pengaruh gera kurs rupiah http yboe,non_gempatsunami
264,264,jepang ingat tahun bencana gempa tsunami http afunfi,gempatsunami
265,265,sulteng nyata kerap alami gempa ujung tsunami riwayat http dlvr qlltd,gempatsunami
266,266,gempa tenggara tawa sumbar tidak potensi tsunami bmkg,gempatsunami
267,267,gempa baratlaut talaud sulut tidak potensi tsunami bmkg,gempatsunami
268,268,bmkg gempa empat laut malu potensi tsunami http cjqyp,gempatsunami
269,269,kira asal lantai gudang kamar kosong isi barang mudah bakar http dlvr rhjvb,non_gempatsunami
270,270,gempa baratdaya acehsingkil tidak potensi tsunami bmkg,gempatsunami
271,271,gempa magnitudo guncang meksiko potensi tsunami twitter fldhikfku,gempatsunami
272,272,grab nilai diskon tarif lama dalam batas wajar,non_gempatsunami
273,273,gempa timurlaut talaud sulut potensi tsunami bmkg twitter qppmnlokmb,gempatsunami
274,274,liverpool juara liga champions kalah tottenham skor uclfinal gelar stadion wanda metropolitano minggu cetak salah divock origi ikut lapor tanding https tirto,non_gempatsunami
275,275,raih perak olimpiade pensiun alas sehat,non_gempatsunami
276,276,jenazah korban gempa tsunami palu identifikasi http dlvr qlqsw,gempatsunami
277,277,kumis persegi sempat jadi vegetarian suka mickey mouse selamat yang hasil tebak tepat tokoh kamisantay kali herr wolf himself adolf hitler twitter pvfxialj,non_gempatsunami
278,278,tsunami jepang gempa jepang akibat dekat bumi bulan http,gempatsunami
279,279,perintah rencana luncur armada listrik akan bagai salah satu moda transportasi kota lengkap armada sudah operasi money,non_gempatsunami
280,280,analisis bmkg soal gempa wakatobi tidak potensi tsunami http detik vdovu,gempatsunami
281,281,lonjak tinggi tumpang labuh bakauheni arus balik idul fitri jadi http xghrq,non_gempatsunami
282,282,butuh biaya didik tidak uang danarupiah luncur solusi bantu kamu gapai cita cita http xzvf,non_gempatsunami
283,283,arus balik lintas garut sumedang lancar,non_gempatsunami
284,284,gempa baratdaya sangihe sulut potensi tsunami bmkg twitter nxhoinhvcu,gempatsunami
285,285,lalu direx terus kenal sosialisasi bahaya ancam bencana gempa tsunami,gempatsunami
286,286,akibat gigit kutu joanne habis tahun hidup kamar http wjgbp,non_gempatsunami
287,287,gempa jadi simeulue aceh potensi tsunami twitter svyjdvi,gempatsunami
288,288,wuling siap posko mudik titik layan darurat,non_gempatsunami
289,289,gempa swarm jadi pesisir pantai gempa swarm akan picu tsunami,gempatsunami
290,290,gempa baratlaut talaud sulut tidak potensi tsunami bmkg,gempatsunami
291,291,jokowi ajak seluruh masyarakat doa korban bencana alam gempa tsunami palu sulawesi tengah http dlvr qlqpd,gempatsunami
292,292,lewat remittance malaysia kirim triliun,non_gempatsunami
293,293,gempa guncang sikka potensi tsunami twitter onoukb,gempatsunami
294,294,gempa goyang malu potensi tsunami http nvzaq,gempatsunami
295,295,gempa landa lebak banten ingat tsunami twitter abospyh,gempatsunami
296,296,bantu korban gempa tsunami palu bocah australia rela jual main http dlvr qmmjvc,gempatsunami
297,297,polisi daerah sulawesi tenggara periksa orang duga laku bakar rusuh desa gunung jaya camat siotapina kabupaten buton rabu lalu http iwkte,non_gempatsunami
298,298,pcos jadi salah satu faktor buat orang wanita sulit hamil kenal gejala sini,non_gempatsunami
299,299,peta suara pilpres banten beda jawa barat provinsi punya ekspresi politik sama condong pihak anggap lebih wakil islam,non_gempatsunami
300,300,gempa guncang lombok timur potensi tsunami twitter izhnbmwvq,gempatsunami
301,301,gempa tsunami kado kota palu,gempatsunami
302,302,sangka ujar benci sebar berita bohong mustofa nahra periksa bareskrim polri,non_gempatsunami
303,303,inflasi pangan hasil tekan signifikan persen jadi persen http foxld,non_gempatsunami
304,304,menteri agama lukman hakim saifuddin bentuk tanggap darurat atas dampak gempa tsunami sulawesi tengah http dlvr qmlrv,gempatsunami
305,305,gempa timurlaut lombokutara potensi tsunami bmkg twitter jdgwqxbv,gempatsunami
306,306,malu guncang gempa skala richter potensi tsunami http dlvr nhzvrs,gempatsunami
307,307,mulyani siap gempa tsunami sulteng twitter hhvdrrhy,gempatsunami
